id,date,hour,leagueMatchNb,idHome,homeTeam,idAway,awayTeam,h_score,a_score,h_possession,h_duelsWon,h_aerialDuelsWon,h_interceptions,h_offPlays,h_corners,h_passes,h_longPasses,h_succeededPasses,h_succeededPassesOppositeSide,h_centers,h_succeededCenters,h_shots,h_targetedShots,h_counteredShots,h_extSurfaceShots,h_intSurfaceShots,h_precisionShots,h_tackles,h_succeededTackles,h_clears,h_concededFaults,h_yellowCards,h_redCards,a_possession,a_duelsWon,a_aerialDuelsWon,a_interceptions,a_offPlays,a_corners,a_passes,a_longPasses,a_succeededPasses,a_succeededPassesOppositeSide,a_centers,a_succeededCenters,a_shots,a_targetedShots,a_counteredShots,a_extSurfaceShots,a_intSurfaceShots,a_precisionShots,a_tackles,a_succeededTackles,a_clears,a_concededFaults,a_yellowCards,a_redCards
68927,20210815,1500,2,14,SDR,8,MHSC,3,3,57.2,52.4,51.4,11,0,8,465,60,83.2,72.5,31,32.3,19,9,2,7,12,47.4,12,83.3,14,12,2,0,42.8,47.6,48.6,11,1,7,348,54,77.0,62.9,20,20.0,15,5,6,7,8,33.3,13,69.2,14,12,1,0
68921,20210815,1700,2,7,RCL,11,ASSE,2,2,57.9,59.1,56.4,20,1,7,486,38,82.3,73.2,24,37.5,22,7,4,8,14,31.8,23,52.2,8,10,1,0,42.1,40.9,43.6,9,0,2,361,62,69.5,53.0,12,16.7,12,7,1,6,6,58.3,20,65.0,14,17,6,0
68924,20210815,2045,2,5,OM,12,FCGB,2,2,67.5,61.6,78.6,8,1,3,701,54,92.0,85.3,11,9.1,10,2,3,4,6,20.0,14,50.0,10,6,2,1,32.5,38.4,21.4,14,1,4,327,59,82.9,68.8,14,28.6,8,2,1,3,5,25.0,15,60.0,11,11,2,0
68929,20210820,2100,3,17,SB29,2,PSG,2,4,25.9,46.0,50.0,8,2,3,274,51,80.7,68.1,15,13.3,11,3,3,5,6,27.3,16,31.3,21,8,1,0,74.1,54.0,50.0,2,1,9,822,32,92.3,87.4,17,23.5,16,8,4,9,7,50.0,16,68.8,11,7,2,0
68932,20210821,1700,3,3,ASM,7,RCL,0,2,71.1,59.0,44.0,1,2,13,583,53,86.1,76.4,27,22.2,9,2,1,7,2,22.2,24,66.7,6,11,1,1,28.9,41.0,56.0,16,0,3,239,50,72.4,65.6,8,25.0,4,2,0,1,3,50.0,13,76.9,36,14,1,1
68936,20210821,2100,3,11,ASSE,1,LOSC,1,1,47.6,40.7,37.9,19,1,5,427,53,80.6,65.9,15,20.0,10,2,2,5,5,20.0,14,64.3,12,14,1,0,52.4,59.3,62.1,8,1,3,477,50,77.4,67.0,12,16.7,8,6,1,2,6,75.0,25,48.0,10,10,3,0
68930,20210822,1300,3,4,OL,41,CF63,3,3,54.8,58.3,54.2,15,0,5,543,44,86.9,77.4,15,26.7,21,9,2,6,15,42.9,25,44.0,15,10,2,0,45.2,41.7,45.8,14,0,8,436,35,83.5,67.2,24,29.2,17,5,5,6,11,29.4,20,55.0,10,6,2,0
68928,20210822,1500,3,12,FCGB,13,SCO,1,1,53.2,47.5,56.5,9,1,3,505,54,88.7,76.8,26,19.2,14,5,5,8,6,35.7,29,69.0,10,19,2,0,46.8,52.5,43.5,12,1,3,451,50,86.0,74.2,10,40.0,6,3,0,1,5,50.0,25,56.0,27,5,0,0
68931,20210822,1500,3,10,FCM,14,SDR,1,1,58.1,54.0,52.4,9,2,5,449,48,84.0,71.6,17,11.8,10,4,3,7,3,40.0,17,58.8,23,19,4,0,41.9,46.0,47.6,4,0,8,306,63,72.2,56.0,32,21.9,13,3,3,2,11,23.1,11,63.6,15,14,2,0
68933,20210822,1500,3,8,MHSC,16,FCL,3,1,56.7,62.4,60.9,8,0,5,460,43,85.7,74.9,31,41.9,32,11,9,10,22,34.4,23,69.6,7,8,0,0,43.3,37.6,39.1,7,1,1,363,62,81.0,65.9,10,10.0,5,4,0,3,2,80.0,14,50.0,24,13,2,2
68937,20210822,1500,3,15,RCSA,25,ESTAC,1,1,60.1,56.1,54.8,10,4,6,564,49,83.7,72.5,32,31.3,13,4,4,3,10,30.8,15,46.7,6,16,3,0,39.9,43.9,45.2,11,2,3,387,81,72.6,56.5,8,75.0,10,6,2,2,8,60.0,16,43.8,21,17,1,0
68935,20210822,1700,3,6,SRFC,18,FCN,1,0,62.4,49.5,55.0,6,2,6,523,58,84.1,67.8,22,22.7,14,5,6,6,8,35.7,9,55.6,11,13,2,0,37.6,50.5,45.0,8,1,2,310,46,74.5,65.5,17,23.5,4,1,1,2,2,25.0,21,66.7,20,13,2,0
69670,20211027,2100,3,9,OGCN,5,OM,1,1,44.6,46.2,50.0,15,8,6,434,48,83.9,72.6,9,66.7,11,3,3,2,9,27.3,14,57.1,7,16,6,0,55.4,53.8,50.0,6,1,5,535,60,86.0,73.1,14,35.7,7,1,4,2,5,14.3,16,56.3,9,8,4,0
68943,20210827,2100,4,18,FCN,4,OL,0,1,35.8,42.1,35.0,16,2,6,317,58,76.3,65.2,21,14.3,18,5,4,8,10,27.8,17,58.8,15,7,2,0,64.2,57.9,65.0,9,1,6,593,53,83.1,74.3,12,41.7,12,5,2,2,10,41.7,20,55.0,21,11,0,1
68944,20210828,1700,4,9,OGCN,12,FCGB,4,0,43.4,52.8,45.8,11,2,3,402,58,81.1,69.0,9,22.2,11,5,2,2,9,45.5,22,54.5,11,18,3,0,56.6,47.2,54.2,12,1,0,520,63,86.2,74.9,15,20.0,13,4,5,6,7,30.8,12,41.7,8,11,2,0
68942,20210828,2100,4,5,OM,11,ASSE,3,1,64.3,52.5,35.7,6,2,5,631,37,90.3,82.1,11,45.5,19,5,6,5,14,26.3,20,70.0,10,11,1,0,35.7,47.5,64.3,11,1,4,333,45,85.3,73.3,21,33.3,11,7,0,4,7,63.6,19,63.2,9,18,3,0
68947,20210829,1300,4,25,ESTAC,3,ASM,1,2,49.3,51.2,51.5,19,1,5,472,69,78.6,70.4,24,33.3,12,3,1,5,7,25.0,22,40.9,11,11,1,0,50.7,48.8,48.5,10,4,3,498,61,76.3,62.2,12,25.0,7,4,0,1,6,57.1,25,64.0,16,11,2,0
68938,20210829,1500,4,13,SCO,6,SRFC,2,0,52.7,53.5,58.8,6,1,3,537,47,91.2,81.5,25,20.0,16,4,6,6,10,25.0,19,63.2,11,14,1,0,47.3,46.5,41.2,8,1,1,488,48,88.7,82.1,14,14.3,7,2,2,2,5,28.6,16,62.5,18,10,0,1
68939,20210829,1500,4,41,CF63,10,FCM,2,2,60.2,52.0,47.8,6,2,6,527,51,81.8,66.5,26,26.9,16,4,2,2,14,25.0,15,66.7,14,11,1,0,39.8,48.0,52.2,16,0,3,348,58,73.3,58.2,19,21.1,12,4,2,3,9,33.3,20,80.0,20,15,2,0
68940,20210829,1500,4,7,RCL,16,FCL,2,2,54.4,55.9,67.7,14,1,8,476,42,81.1,70.6,26,19.2,19,9,3,7,12,47.4,13,53.8,14,10,2,0,45.6,44.1,32.3,16,0,4,412,51,78.9,68.8,11,9.1,14,7,2,8,6,50.0,15,46.7,24,10,4,0
68946,20210829,1500,4,15,RCSA,17,SB29,3,1,48.9,54.8,51.4,17,0,1,473,62,77.6,63.3,11,9.1,11,5,4,4,7,45.5,17,64.7,26,12,1,0,51.1,45.2,48.6,14,2,9,482,58,80.1,71.7,21,19.0,11,5,1,2,9,45.5,13,69.2,20,10,1,0
68941,20210829,1700,4,1,LOSC,8,MHSC,2,1,44.5,47.0,44.1,7,3,3,347,49,76.1,65.8,8,12.5,15,4,2,5,10,26.7,16,62.5,20,15,3,0,55.5,53.0,55.9,6,0,4,428,64,75.5,59.6,16,6.3,6,2,3,3,3,33.3,21,52.4,10,19,5,1
68945,20210829,2045,4,14,SDR,2,PSG,0,2,32.7,49.5,36.8,17,5,3,343,32,82.2,69.6,16,25.0,11,4,5,3,8,36.4,21,47.6,17,13,1,0,67.3,50.5,63.2,12,0,3,726,34,88.8,83.6,11,45.5,12,3,7,5,7,25.0,18,50.0,13,13,3,0
68950,20210910,2100,5,16,FCL,1,LOSC,2,1,43.6,39.8,31.8,8,3,2,457,61,84.5,72.0,21,14.3,14,7,3,3,11,50.0,16,81.3,16,13,2,0,56.4,60.2,68.2,3,0,5,611,55,88.9,79.6,10,20.0,9,3,2,5,4,33.3,14,78.6,24,11,2,0
68956,20210911,1700,5,2,PSG,41,CF63,4,0,51.8,53.3,50.0,13,1,4,579,37,89.1,80.5,9,22.2,13,7,3,3,10,53.8,22,27.3,16,13,0,0,48.2,46.7,50.0,12,1,4,529,42,87.1,77.9,22,22.7,14,2,6,6,8,14.3,19,63.2,8,9,1,0
68953,20210911,2100,5,3,ASM,5,OM,0,2,51.4,41.2,50.0,5,4,3,494,45,83.6,73.9,9,33.3,7,0,3,2,5,0.0,18,55.6,6,17,4,0,48.6,58.8,50.0,9,1,2,461,56,83.3,74.9,9,33.3,13,5,2,3,10,38.5,17,76.5,13,8,1,0
68954,20210912,1300,5,8,MHSC,11,ASSE,2,0,42.2,50.4,50.0,5,1,7,264,45,69.3,54.1,28,25.0,11,4,1,3,8,36.4,19,63.2,20,15,1,0,57.8,49.6,50.0,10,1,6,377,48,80.9,67.3,23,17.4,14,2,3,8,6,14.3,17,58.8,20,17,4,0
68948,20210912,1500,5,12,FCGB,7,RCL,2,3,55.0,48.1,52.4,11,2,2,508,44,84.3,67.1,8,0.0,10,3,4,2,8,30.0,9,55.6,15,8,3,0,45.0,51.9,47.6,10,1,7,402,51,80.8,67.2,21,23.8,13,5,4,5,8,38.5,14,71.4,13,11,2,0
68949,20210912,1500,5,17,SB29,13,SCO,1,1,48.7,48.7,66.7,11,2,5,466,59,84.3,73.8,17,29.4,12,6,2,6,6,50.0,19,63.2,17,19,2,0,51.3,51.3,33.3,10,0,3,496,69,84.9,68.4,14,21.4,8,2,1,4,4,25.0,21,66.7,16,9,2,0
68952,20210912,1500,5,10,FCM,25,ESTAC,0,2,62.6,53.2,67.6,10,0,2,600,50,87.2,80.1,15,40.0,17,2,3,6,11,11.8,17,70.6,6,15,2,0,37.4,46.8,32.4,12,0,1,358,61,75.4,59.1,8,12.5,10,5,1,7,3,50.0,19,78.9,19,14,1,0
68957,20210912,1500,5,6,SRFC,14,SDR,0,2,63.7,44.2,48.1,5,2,4,564,58,84.2,76.3,18,22.2,10,1,1,4,6,10.0,11,27.3,13,18,1,0,36.3,55.8,51.9,12,2,6,318,71,70.4,54.3,17,11.8,7,3,3,1,6,42.9,16,56.3,16,11,2,0
68955,20210912,1700,5,18,FCN,9,OGCN,0,2,50.1,56.3,66.7,7,0,8,415,64,80.7,69.1,27,33.3,19,7,4,6,13,36.8,16,81.3,14,7,2,0,49.9,43.8,33.3,9,1,3,425,42,82.4,73.5,13,23.1,9,3,4,3,6,33.3,18,44.4,27,13,3,0
68951,20210912,2045,5,4,OL,15,RCSA,3,1,58.7,52.7,54.5,12,0,4,569,51,86.5,79.0,11,36.4,14,7,0,6,8,50.0,8,75.0,26,8,2,0,41.3,47.3,45.5,16,3,6,376,39,81.9,69.2,35,22.9,12,4,2,0,12,33.3,18,55.6,18,11,1,0
68966,20210917,2100,6,15,RCSA,10,FCM,3,0,45.7,49.5,52.6,19,1,3,368,63,79.6,64.8,13,46.2,10,6,1,2,8,60.0,23,56.5,16,16,2,0,54.3,50.5,47.4,15,1,7,438,41,83.8,73.2,22,9.1,15,5,4,11,4,33.3,17,58.8,8,8,4,0
68960,20210918,1700,6,7,RCL,1,LOSC,1,0,46.9,52.0,59.1,11,1,4,396,52,77.3,62.8,18,5.6,13,4,3,6,7,30.8,8,75.0,18,12,2,0,53.1,48.0,40.9,8,4,3,454,63,78.9,56.2,14,7.1,6,2,3,1,5,33.3,8,75.0,21,8,2,0
68965,20210918,2100,6,11,ASSE,12,FCGB,1,2,54.8,47.6,26.3,10,3,7,410,54,75.6,59.0,32,9.4,12,5,1,4,8,41.7,27,66.7,6,9,1,0,45.2,52.4,73.7,14,0,2,355,75,71.0,61.1,10,60.0,13,3,4,5,8,23.1,24,70.8,29,12,4,0
68962,20210919,1300,6,9,OGCN,3,ASM,2,2,48.9,42.5,41.7,16,1,5,420,54,82.6,64.8,16,37.5,12,3,2,4,8,25.0,9,66.7,10,17,2,0,51.1,57.5,58.3,7,1,2,448,41,83.0,70.1,9,22.2,8,3,4,1,7,37.5,17,52.9,14,12,3,0
68958,20210919,1500,6,13,SCO,18,FCN,1,4,66.0,49.6,43.8,11,1,10,568,55,86.3,74.5,19,26.3,10,5,1,3,7,50.0,26,53.8,5,10,2,0,34.0,50.4,56.3,11,1,5,286,53,72.4,61.0,18,27.8,8,4,0,0,8,50.0,25,80.0,22,16,2,0
68959,20210919,1500,6,41,CF63,17,SB29,1,1,57.7,53.6,41.7,1,0,3,565,50,86.7,65.4,20,30.0,7,4,0,1,6,57.1,19,73.7,18,7,1,1,42.3,46.4,58.3,11,1,5,410,61,84.1,70.2,17,11.8,5,1,3,2,3,20.0,15,60.0,9,19,1,0
68964,20210919,1500,6,14,SDR,16,FCL,0,0,42.8,51.6,53.8,8,5,5,388,43,80.9,65.5,14,7.1,10,2,1,6,4,20.0,11,54.5,11,12,2,0,57.2,48.4,46.2,14,1,6,522,68,85.1,76.0,21,9.5,6,3,2,4,2,50.0,21,85.7,22,14,3,0
68967,20210919,1500,6,25,ESTAC,8,MHSC,1,1,41.7,52.0,61.5,7,3,1,364,63,79.1,64.8,9,33.3,8,3,1,5,3,37.5,16,43.8,25,16,4,0,58.3,48.0,38.5,7,1,6,493,64,84.4,67.8,24,20.8,6,2,3,4,2,33.3,16,43.8,6,11,2,1
68961,20210919,1700,6,5,OM,6,SRFC,2,0,64.7,56.5,46.2,11,0,6,542,56,88.2,82.7,23,47.8,17,6,4,8,9,35.3,13,61.5,11,5,0,0,35.3,43.5,53.8,3,1,7,291,44,78.0,65.3,16,31.3,13,2,2,3,10,15.4,15,66.7,20,17,2,0
68963,20210919,2045,6,2,PSG,4,OL,2,1,54.4,54.2,57.1,8,2,10,513,28,90.6,82.0,21,14.3,14,5,3,5,9,35.7,17,58.8,9,13,3,0,45.6,45.8,42.9,9,3,4,438,55,87.2,79.9,10,20.0,12,5,4,7,5,41.7,17,52.9,23,19,1,0
68970,20210922,1900,7,1,LOSC,14,SDR,2,1,53.1,48.0,54.2,7,1,4,412,64,79.1,68.1,15,33.3,7,4,1,3,4,57.1,17,47.1,16,16,2,0,46.9,52.0,45.8,12,1,4,359,53,80.5,62.7,15,26.7,11,5,3,4,7,45.5,14,57.1,16,14,1,0
68974,20210922,1900,7,3,ASM,11,ASSE,3,1,66.2,48.4,53.1,12,3,6,592,46,84.3,78.7,23,26.1,14,6,2,5,9,42.9,22,50.0,12,16,1,0,33.8,51.6,46.9,22,3,3,298,58,75.5,64.5,14,14.3,8,2,1,5,3,25.0,23,60.9,22,13,1,1
68975,20210922,1900,7,8,MHSC,12,FCGB,3,3,54.7,42.2,46.4,5,2,6,479,52,84.3,69.7,32,21.9,15,6,1,6,9,40.0,10,90.0,19,10,0,0,45.3,57.8,53.6,12,1,6,408,77,79.2,62.0,16,12.5,15,7,3,9,6,46.7,14,57.1,24,8,2,0
68976,20210922,1900,7,18,FCN,17,SB29,3,1,41.6,48.5,45.7,9,2,4,362,66,73.5,56.8,16,6.3,14,6,4,4,10,42.9,15,46.7,16,8,1,0,58.4,51.5,54.3,10,2,4,515,60,81.7,70.3,16,43.8,10,2,5,5,5,20.0,12,66.7,31,13,2,0
68977,20210922,1900,7,6,SRFC,41,CF63,6,0,55.5,48.9,40.7,5,0,5,521,57,85.8,74.9,16,31.3,21,10,5,9,12,47.6,20,50.0,14,14,1,0,44.5,51.1,59.3,8,0,7,407,39,82.3,71.9,20,20.0,4,1,1,1,3,25.0,9,77.8,16,5,1,0
68968,20210922,2100,7,13,SCO,5,OM,0,0,40.5,47.3,41.7,13,1,4,468,53,85.7,77.3,13,30.8,9,1,1,4,5,11.1,23,47.8,13,9,1,0,59.5,52.7,58.3,14,1,2,697,57,89.0,80.5,12,25.0,6,1,3,1,5,16.7,19,73.7,9,7,3,0
68969,20210922,2100,7,7,RCL,15,RCSA,0,1,59.7,38.9,35.7,12,1,7,666,47,88.1,78.3,20,15.0,17,4,6,3,14,23.5,8,37.5,10,14,2,1,40.3,61.1,64.3,11,1,3,447,51,83.2,71.1,15,46.7,6,1,1,1,5,16.7,15,46.7,19,7,3,0
68971,20210922,2100,7,16,FCL,9,OGCN,1,0,35.6,45.5,25.0,11,3,6,301,62,72.8,63.1,14,14.3,8,1,5,5,3,12.5,17,58.8,30,12,0,1,64.4,54.5,75.0,10,0,5,541,50,85.8,74.9,28,14.3,13,1,3,5,8,7.7,18,61.1,12,16,4,0
68972,20210922,2100,7,4,OL,25,ESTAC,3,1,68.6,54.0,62.5,9,5,7,649,46,88.4,78.9,13,30.8,15,8,2,4,11,53.3,17,47.1,12,7,1,0,31.4,46.0,37.5,14,1,3,281,43,77.9,66.2,14,14.3,12,7,1,5,7,58.3,20,45.0,12,9,3,0
68973,20210922,2100,7,10,FCM,2,PSG,1,2,25.8,43.6,46.7,17,4,3,239,49,70.3,55.7,12,25.0,6,2,1,1,5,33.3,12,58.3,15,12,4,1,74.2,56.4,53.3,5,1,3,717,37,89.5,83.9,13,0.0,15,5,5,7,8,33.3,13,53.8,10,12,2,0
68985,20210925,1700,8,11,ASSE,9,OGCN,0,3,59.7,49.2,47.1,10,5,2,496,75,77.8,69.5,20,20.0,11,6,3,6,5,54.5,19,68.4,17,9,0,0,40.3,50.8,52.9,9,2,9,332,53,70.2,56.5,16,12.5,14,9,1,3,11,64.3,19,68.4,20,13,2,0
68986,20210925,1900,8,15,RCSA,1,LOSC,1,2,57.5,40.9,43.5,13,0,8,446,55,80.7,64.0,28,21.4,10,3,1,2,8,30.0,8,62.5,16,17,4,1,42.5,59.1,56.5,13,1,8,336,50,76.8,64.1,14,28.6,16,7,3,8,8,43.8,16,43.8,26,12,4,0
68981,20210925,2100,8,4,OL,16,FCL,1,1,53.0,50.0,41.2,8,1,9,483,34,85.5,74.6,17,11.8,12,2,5,3,9,16.7,10,70.0,13,9,1,1,47.0,50.0,58.8,10,2,3,436,57,84.9,75.1,12,33.3,12,5,2,9,3,41.7,8,37.5,27,10,2,0
68983,20210925,2100,8,2,PSG,8,MHSC,2,0,53.5,57.0,62.5,6,5,8,521,40,89.3,81.8,10,20.0,16,5,4,4,12,31.3,25,72.0,14,10,0,0,46.5,43.0,37.5,12,1,7,440,50,85.7,70.2,21,14.3,10,4,3,8,2,40.0,17,58.8,11,8,1,0
68978,20210926,1300,8,12,FCGB,6,SRFC,1,1,46.4,57.0,46.2,6,3,8,326,78,77.6,62.2,22,18.2,10,3,2,4,6,30.0,15,46.7,21,6,1,0,53.6,43.0,53.8,3,2,6,389,48,79.4,67.4,12,33.3,18,8,2,7,11,44.4,14,57.1,21,20,4,0
68979,20210926,1500,8,17,SB29,10,FCM,1,2,66.1,48.6,43.1,5,4,4,474,60,82.9,71.7,31,29.0,11,2,4,3,8,18.2,17,64.7,12,16,3,0,33.9,51.4,56.9,15,1,3,247,68,63.2,50.9,11,27.3,6,4,1,2,4,66.7,19,84.2,34,16,2,0
68984,20210926,1500,8,14,SDR,18,FCN,3,1,45.0,43.6,39.5,10,1,3,345,54,75.9,65.5,13,23.1,9,5,2,3,6,55.6,18,77.8,17,14,1,0,55.0,56.4,60.5,10,2,7,416,64,78.1,66.1,23,21.7,11,2,4,2,9,18.2,17,64.7,9,10,1,0
68987,20210926,1500,8,25,ESTAC,13,SCO,1,1,37.0,54.7,63.2,10,1,2,319,44,81.8,66.4,18,22.2,6,3,0,2,4,50.0,20,70.0,21,9,2,1,63.0,45.3,36.8,5,0,9,563,42,90.9,80.4,24,12.5,17,6,6,10,7,35.3,18,55.6,9,8,2,0
68980,20210926,1700,8,41,CF63,3,ASM,1,3,53.5,53.8,35.3,7,2,5,515,55,84.1,70.4,22,31.8,12,4,3,5,7,33.3,16,68.8,10,9,2,0,46.5,46.2,64.7,12,0,1,462,56,82.0,72.8,6,33.3,6,3,0,1,5,50.0,15,66.7,21,12,4,0
68982,20210926,2045,8,5,OM,7,RCL,2,3,60.1,50.6,55.6,7,3,5,554,41,87.5,80.2,11,45.5,13,4,3,6,7,30.8,16,12.5,11,4,2,0,39.9,49.4,44.4,8,0,7,361,47,84.5,71.0,14,28.6,13,5,4,6,7,38.5,20,60.0,11,14,1,0
68989,20211001,2100,9,7,RCL,14,SDR,2,0,61.4,51.9,50.0,7,2,5,660,52,89.4,79.2,25,28.0,13,7,2,4,9,53.8,14,42.9,13,13,3,0,38.6,48.1,50.0,19,2,3,417,50,80.8,62.1,9,33.3,3,0,0,2,1,0.0,12,58.3,16,13,1,1
68993,20211002,1700,9,8,MHSC,15,RCSA,1,1,54.6,43.9,42.9,9,0,3,521,61,80.6,67.5,17,17.6,12,4,5,7,5,33.3,13,61.5,16,12,2,0,45.4,56.1,57.1,18,0,4,432,68,79.4,67.9,16,12.5,6,3,1,3,3,50.0,17,47.1,17,14,0,0
68995,20211002,2100,9,9,OGCN,17,SB29,2,1,70.1,49.6,49.0,9,3,6,765,57,88.8,78.6,21,38.1,20,9,1,5,15,45.0,15,66.7,10,8,1,0,29.9,50.4,51.0,10,1,2,323,67,71.5,59.0,8,50.0,6,2,1,0,6,33.3,16,25.0,24,12,1,0
